30001	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30002	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30003	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30004	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30005	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30006	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30007	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30008	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30009	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30010	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30011	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30012	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30013	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30014	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
30015	"????"	"KING"	"NPC"	"MELEE"	1		"NOMOVE"	0		"STUN,SLOW,CURSE,TERROR"	0		2	0	0	0	0	0	0	120	3	1	0	0	10	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
